Device,Trip,Time,NativeFlag,LocalTimeMS,IntersectId,LaneId,MovementPhase,SignalGroupId,MinEndTime
2004,72,25350,1,80715174,2103,11,4,4,15174
2004,72,25400,0,80715773,2103,11,4,4,15174
2004,72,25450,0,80716273,2103,11,4,4,15174
2004,72,25500,0,80716788,2103,11,4,4,15174
2004,72,25550,0,80717373,2103,11,4,4,15174
2004,72,25600,0,80717873,2103,11,4,4,15174
2004,72,25650,0,80718373,2103,11,1,4,15275
2004,72,25700,0,80718873,2103,11,1,4,15275
2004,72,25750,0,80719373,2103,11,1,4,15275
2004,72,25800,0,80719873,2103,11,1,4,15275
2004,72,25850,0,80720373,2103,11,1,4,15275
2004,72,25900,0,80720874,2103,11,1,4,15275
2004,75,29000,0,77700183,2103,11,2,4,21049
2004,75,29050,0,77700683,2103,11,2,4,21049
2004,75,29100,0,77701183,2103,11,2,4,21049
2004,75,29150,0,77701683,2103,11,2,4,21049
2004,75,29200,0,77702183,2103,11,2,4,21049
2004,75,29250,0,77702683,2103,11,2,4,21049
2004,75,29300,0,77703183,2103,11,2,4,21049
2004,75,29350,0,77703683,2103,11,2,4,21049
2004,75,29400,0,77704183,2103,11,2,4,21049
2004,75,29450,0,77704683,2103,11,2,4,21049
2004,75,29500,0,77705183,2103,11,2,4,21049
2004,75,29550,0,77705683,2103,11,4,4,21059
2004,75,29600,0,77706183,2103,11,4,4,21059
2004,75,29650,0,77706683,2103,11,4,4,21325
2004,75,29700,0,77707183,2103,11,4,4,21325
2004,75,29750,0,77707683,2103,11,4,4,21325
2004,75,29800,0,77708183,2103,11,4,4,21325
2004,75,29850,0,77708683,2103,11,4,4,21325
2004,75,29900,0,77709183,2103,11,4,4,21325
2004,75,29950,0,77709683,2103,11,4,4,21325
2004,75,30000,0,77710184,2103,11,4,4,21325
2004,75,30050,0,77710684,2103,11,4,4,21325
2004,75,30100,0,77711184,2103,11,4,4,21325
2004,75,30150,0,77711684,2103,11,4,4,21325
2004,75,30200,0,77712196,2103,11,4,4,21325
2004,75,30250,0,77712784,2103,11,4,4,21325
2004,75,30300,0,77713284,2103,11,4,4,21325
2004,75,30350,0,77713784,2103,11,4,4,21325
2004,75,30400,0,77714284,2103,11,4,4,21325
2004,75,30450,0,77714784,2103,11,4,4,21325
2004,75,30500,0,77715284,2103,11,4,4,21325
2004,75,30550,0,77715784,2103,11,4,4,21325
2004,75,30600,0,77716284,2103,11,4,4,21325
2004,75,30650,0,77716784,2103,11,4,4,21325
2004,81,29550,0,77580279,2103,11,4,4,19833
2004,81,29600,0,77580779,2103,11,4,4,19833
2004,81,29650,0,77581279,2103,11,4,4,19833
2004,81,29700,0,77581779,2103,11,4,4,19833
2004,81,29750,0,77582279,2103,11,4,4,19833
2004,81,29800,0,77582779,2103,11,4,4,19833
2004,81,29850,0,77583279,2103,11,4,4,19833
2004,81,29900,0,77583779,2103,11,4,4,19833
2004,88,25250,0,78062175,2103,11,1,4,24647
2004,88,25300,0,78062675,2103,11,1,4,24652
2004,88,25350,0,78063175,2103,11,1,4,24656
2004,88,25400,0,78063675,2103,11,1,4,24660
2004,88,25450,0,78064175,2103,11,1,4,24667
2004,88,25500,0,78064675,2103,11,1,4,24671
2004,88,25550,0,78065175,2103,11,1,4,24677
2004,88,25600,0,78065675,2103,11,1,4,24681
2004,88,25650,0,78066175,2103,11,1,4,24686
2004,88,25700,0,78066675,2103,11,1,4,24692
2004,88,25750,0,78067175,2103,11,1,4,24694
2004,88,25800,0,78067675,2103,11,1,4,24701
2004,88,25850,0,78068175,2103,11,1,4,24707
2004,88,25900,0,78068675,2103,11,1,4,24711
2004,88,25950,0,78069175,2103,11,1,4,24717
2004,112,22500,0,83660630,2103,11,4,4,8677
2004,112,22550,0,83661130,2103,11,4,4,8677
2004,112,22600,0,83661630,2103,11,4,4,8679
2004,112,22650,0,83662130,2103,11,4,4,8683
2004,119,25900,0,80837890,2103,11,2,4,16374
2004,119,25950,0,80838390,2103,11,4,4,16384
2004,119,26000,0,80838890,2103,11,4,4,16650
2004,119,26050,0,80839390,2103,11,4,4,16650
2004,119,26100,0,80839890,2103,11,4,4,16650
2004,119,26150,0,80840390,2103,11,4,4,16650
2004,119,26200,0,80840890,2103,11,4,4,16650
2004,119,26250,0,80841390,2103,11,4,4,16650
2004,119,26300,0,80841890,2103,11,4,4,16650
2004,142,23050,0,1452178,2103,11,4,4,14583
2004,142,23100,0,1452678,2103,11,4,4,14589
2004,142,23150,0,1453178,2103,11,4,4,14593
2004,142,23200,0,1453678,2103,11,4,4,14597
2004,142,23250,0,1454178,2103,11,4,4,14604
2004,142,23300,0,1454678,2103,11,4,4,14608
2004,142,23350,0,1455178,2103,11,4,4,14613
2004,142,23400,0,1455678,2103,11,4,4,14619
2004,142,23450,0,1456178,2103,11,4,4,14645
2004,142,23500,0,1456678,2103,11,4,4,14649
2004,142,23550,0,1457178,2103,11,4,4,14654
2004,142,23600,0,1457678,2103,11,4,4,14660
2004,142,23650,0,1458178,2103,11,4,4,14662
2004,142,23700,0,1458678,2103,11,4,4,14669
2004,142,23750,0,1459179,2103,11,4,4,14673
2004,149,28500,0,83883650,2103,11,4,4,11003
2004,149,28550,0,83884150,2103,11,4,4,11003
2004,149,28600,0,83884650,2103,11,4,4,11003
2004,149,28650,0,83885150,2103,11,4,4,11003
2004,149,28700,0,83885650,2103,11,4,4,11003
2004,149,28750,0,83886150,2103,11,4,4,11003
2004,149,28800,0,83886650,2103,11,4,4,11003
2004,149,28850,0,83887150,2103,11,4,4,11003
2004,149,28900,0,83887650,2103,11,4,4,11003
2004,149,28950,0,83888150,2103,11,4,4,11003
2004,153,32600,0,76680208,2103,11,4,4,10883
2004,153,32650,0,76680708,2103,11,4,4,10890
2004,153,32700,0,76681208,2103,11,4,4,10894
2004,153,32750,0,76681708,2103,11,4,4,10900
2004,153,32800,0,76682208,2103,11,4,4,10904
2004,153,32950,0,76683708,2103,11,4,4,10919
2004,153,33000,0,76684208,2103,11,4,4,10923
2004,153,33050,0,76684708,2103,11,4,4,10929
2004,153,33100,0,76685208,2103,11,4,4,10934
2004,153,33150,0,76685708,2103,11,4,4,10940
2004,153,33200,0,76686208,2103,11,4,4,10944
2004,153,33250,0,76686708,2103,11,4,4,10949
2004,153,33300,0,76687208,2103,11,4,4,10953
2004,153,33350,0,76687708,2103,11,4,4,10960
2004,153,33400,0,76688208,2103,11,4,4,10964
2004,153,33450,0,76688708,2103,11,4,4,10964
