Device,Trip,Time,RvDevice,NativeFlag,LocalTimeMS,PsId,RvBasicVehClass,RvRandomId,AlertLevel,EventAppId,RvZone,RvLatitude,RvLongitude,RvHeading,RvElevation,RvSpeed,RvBrakeStatus,RvYawRate,RvLongitudinalAccel,RvTurnSignal,RvEventFlags,RvRange,RvRangeRate,RvLongOffset,RvLatOffset,HvLatitude,HvLongitude,HvHeading,HvElevation,HvSpeed,HvBrakeStatus,HvYawRate,HvLongitudinalAccel,HvTurnSignal
"2,004",12,"48,150","2,494",1,"80,559,500",1,0,"1,368",2,3,6,40.259,-83.463,110.25,295.5,34.06,0,0,0.16,255,0,10.453,-2.122,-13.039,-4.905,40.259,-83.463,110.27,295.52,31.578,0,0.24,-0.084,0
"2,004",12,"48,250","2,494",1,"80,560,500",1,0,"1,368",2,3,6,40.259,-83.463,110.25,295.4,34.04,0,0,-0.02,255,0,10.674,-2.204,-10.674,-5.043,40.259,-83.463,110.43,295.42,31.611,0,0.24,0.072,0
"2,004",12,"48,350","2,494",1,"80,561,500",1,0,"1,368",2,3,6,40.259,-83.462,110.175,295.2,34.02,0,0,0.2,255,0,8.518,-1.743,-8.518,-5.196,40.258,-83.462,110.53,295.32,31.622,0,0.24,0.207,0
"2,004",12,"48,450","2,494",1,"80,562,500",1,0,"1,368",2,3,6,40.258,-83.462,110.35,295,34.02,0,0,-0.18,0,0,5.964,-0.927,-0.706,-5.366,40.258,-83.462,110.57,295.12,31.561,0,0.24,0.169,0
"2,004",54,"109,450","22,081",1,"83,779,400",1,0,0,3,2,17,40.236,-83.366,276,275,11.38,0,0,"1,000",255,255,41.219,-12.822,0,0,40.236,-83.367,4.32,267.22,6.278,0,-0.97,0.828,0
"2,004",55,"9,800","24,156",1,"86,338,800",1,0,0,3,2,16,40.236,-83.366,276,275,10.82,0,0,"1,000",255,255,7.493,-3.342,0,0,40.236,-83.366,194.19,266.22,3.942,0,18.06,0.789,2
"2,004",55,"10,650","24,161",1,"86,347,300",1,60,0,3,12,2,40.236,-83.366,276,275,7.5,0,0,"1,000",255,0,6.61,7.5,-6.61,-0.755,40.236,-83.366,274.32,267.32,6.664,0,-1.46,0.304,0
"2,004",55,"10,700","24,161",1,"86,347,800",1,60,0,3,12,2,40.236,-83.366,275,275,8.88,0,0,"1,000",255,0,7.611,8.88,-7.611,-0.726,40.236,-83.366,274.25,267.52,6.644,0,0.48,0.072,0
"2,004",55,"10,750","24,161",1,"86,348,300",1,60,0,3,12,2,40.236,-83.366,275,275,7.5,0,0,"1,000",255,0,6.958,7.5,-6.958,-0.732,40.236,-83.366,274.78,267.72,6.581,0,0.73,-0.181,0
"2,004",55,"10,800","24,161",1,"86,348,800",1,60,0,3,12,2,40.236,-83.366,276,275,7.5,0,0,"1,000",255,0,6.625,7.5,-6.625,-0.624,40.236,-83.366,275.31,267.92,6.339,1,0.73,-0.413,0
"2,004",55,"10,850","24,161",1,"86,349,300",1,60,0,3,12,2,40.236,-83.366,276,275,7.76,0,0,"1,000",255,0,6.457,7.76,-6.457,-0.655,40.236,-83.366,275.97,268.02,5.614,1,0.48,-1.364,0
"2,004",55,"11,300","10,397",1,"86,353,800",1,0,0,2,11,14,40.236,-83.367,102,275,3.04,0,0,"1,000",255,255,39.735,-4.458,39.735,-7.058,40.236,-83.367,274.91,268.32,1.581,1,-0.24,-0.898,1
"2,004",55,"11,350","10,397",1,"86,354,300",1,0,0,2,11,14,40.236,-83.367,100,275,2.22,0,0,"1,000",255,255,38.444,-3.267,38.444,-6.385,40.236,-83.367,273.94,268.32,0.975,1,0,-0.84,1
"2,004",55,"11,400","10,397",1,"86,354,800",1,0,0,2,11,14,40.236,-83.367,101,275,1.1,0,0,"1,000",255,255,38.332,-3.099,38.044,-6.42,40.236,-83.367,273.94,268.32,0.533,1,0,-0.995,1
"2,004",55,"11,450","10,397",1,"86,355,300",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,37.912,-6.415,40.236,-83.367,273.94,268.32,0.069,1,-0.24,-0.219,1
"2,004",55,"11,500","10,397",1,"86,355,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.733,-6.362,40.236,-83.367,273.94,268.32,0,1,0,0.304,1
"2,004",55,"11,550","10,397",1,"86,356,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.903,-6.355,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"11,600","10,397",1,"86,356,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.853,-6.334,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"11,650","10,397",1,"86,357,300",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,38.03,-6.335,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"11,700","10,397",1,"86,357,800",1,0,0,2,11,14,40.236,-83.367,102,275,0.26,0,0,"1,000",255,255,38.332,-3.099,38.073,-6.349,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"11,750","10,397",1,"86,358,300",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,38.03,-6.335,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"11,800","10,397",1,"86,358,800",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,38.064,-6.337,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"11,850","10,397",1,"86,359,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.887,-6.336,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"11,900","10,397",1,"86,359,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.887,-6.336,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"11,950","10,397",1,"86,360,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.878,-6.324,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"12,000","10,397",1,"86,360,800",1,0,0,2,11,14,40.236,-83.367,103,275,0,0,0,"1,000",255,255,38.332,-3.099,38.073,-6.349,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"12,050","10,397",1,"86,361,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.878,-6.324,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"12,100","10,397",1,"86,361,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,38.073,-6.349,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"12,150","10,397",1,"86,362,300",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,38.064,-6.337,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"12,200","10,397",1,"86,362,800",1,0,0,2,11,14,40.236,-83.367,100,275,0,0,0,"1,000",255,255,38.332,-3.099,37.867,-6.302,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"12,250","10,397",1,"86,363,300",1,0,0,2,11,14,40.236,-83.367,104,275,0.26,0,0,"1,000",255,255,38.332,-3.099,38.26,-6.362,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"12,300","10,397",1,"86,363,800",1,0,0,2,11,14,40.236,-83.367,102,275,0.26,0,0,"1,000",255,255,38.332,-3.099,38.064,-6.337,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,350","10,397",1,"86,364,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.878,-6.324,40.236,-83.367,273.94,268.42,0,1,-0.24,0.169,1
"2,004",55,"12,400","10,397",1,"86,364,800",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.701,-6.323,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,450","10,397",1,"86,365,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.853,-6.334,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,500","10,397",1,"86,365,800",1,0,0,2,11,14,40.236,-83.367,103,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.887,-6.336,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"12,550","10,397",1,"86,366,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.887,-6.336,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"12,600","10,397",1,"86,366,800",1,0,0,2,11,14,40.236,-83.367,103,275,0,0,0,"1,000",255,255,38.332,-3.099,38.073,-6.349,40.236,-83.367,273.94,268.42,0,1,-0.24,0.11,1
"2,004",55,"12,650","10,397",1,"86,367,300",1,0,0,2,11,14,40.236,-83.367,103,275,0.26,0,0,"1,000",255,255,38.332,-3.099,38.076,-6.371,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"12,700","10,397",1,"86,367,800",1,0,0,2,11,14,40.236,-83.367,103,275,0,0,0,"1,000",255,255,38.332,-3.099,38.073,-6.349,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"12,750","10,397",1,"86,368,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,800","10,397",1,"86,368,800",1,0,0,2,11,14,40.236,-83.367,102,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.889,-6.358,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,850","10,397",1,"86,369,300",1,0,0,2,11,14,40.236,-83.367,103,275,0,0,0,"1,000",255,255,38.332,-3.099,38.076,-6.371,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"12,900","10,397",1,"86,369,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"13,000","10,397",1,"86,370,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,050","10,397",1,"86,371,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,100","10,397",1,"86,371,800",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"13,150","10,397",1,"86,372,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,200","10,397",1,"86,372,800",1,0,0,2,11,14,40.236,-83.367,102,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.889,-6.358,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,250","10,397",1,"86,373,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"13,300","10,397",1,"86,373,800",1,0,0,2,11,14,40.236,-83.367,101,275,0.54,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"13,350","10,397",1,"86,374,300",1,0,0,2,11,14,40.236,-83.367,102,275,0,0,0,"1,000",255,255,38.332,-3.099,37.899,-6.37,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,400","10,397",1,"86,374,800",1,0,0,2,11,14,40.236,-83.367,100,275,0,0,0,"1,000",255,255,38.332,-3.099,37.525,-6.333,40.236,-83.367,273.94,268.42,0,1,-0.24,0.207,1
"2,004",55,"13,450","10,397",1,"86,375,300",1,0,0,2,11,14,40.236,-83.367,101,275,0.26,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.207,1
"2,004",55,"13,500","10,397",1,"86,375,800",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.169,1
"2,004",55,"13,550","10,397",1,"86,376,300",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.703,-6.345,40.236,-83.367,273.94,268.42,0,1,0,0.595,1
"2,004",55,"13,600","10,397",1,"86,376,800",1,0,0,2,11,14,40.236,-83.367,101,275,0,0,0,"1,000",255,255,38.332,-3.099,37.563,-6.64,40.236,-83.367,273.94,268.82,0.244,0,0,0.498,1
"2,004",55,"13,650","10,397",1,"86,377,300",1,0,0,2,11,14,40.236,-83.367,100,275,0,0,0,"1,000",255,255,38.332,-3.099,37.34,-6.727,40.236,-83.367,273.94,268.82,0.431,0,-0.24,0.498,1
"2,004",55,"13,700","10,397",1,"86,377,800",1,0,0,2,11,14,40.236,-83.367,99,275,0.26,0,0,"1,000",255,255,38.332,-3.099,36.741,-6.814,40.236,-83.367,273.94,268.72,0.561,0,0,0.537,1
"2,004",55,"13,750","10,397",1,"86,378,300",1,0,0,2,11,14,40.236,-83.367,98,275,1.66,0,0,"1,000",255,255,38.332,-3.099,35.438,-6.932,40.236,-83.367,273.94,268.72,0.861,0,0,0.789,1
"2,004",55,"13,800","10,397",1,"86,378,800",1,0,0,2,11,14,40.236,-83.367,98,275,1.66,0,0,"1,000",255,255,38.332,-3.099,33.837,-7.041,40.236,-83.367,273.94,268.62,1.083,0,-0.24,0.692,1
"2,004",55,"13,850","10,397",1,"86,379,300",1,0,0,2,11,14,40.236,-83.367,104,275,2.5,0,0,"1,000",255,255,38.332,-3.099,52.744,-5.64,40.236,-83.367,273.94,268.62,1.519,0,0,1.255,1
"2,004",55,"13,900","10,397",1,"86,379,800",1,0,0,2,11,14,40.236,-83.367,107,275,2.5,0,0,"1,000",255,255,38.332,-3.099,95.294,-7.614,40.236,-83.367,275.9,268.52,1.844,0,0,1.08,1
"2,004",55,"13,950","10,397",1,"86,380,300",1,0,0,2,11,14,40.236,-83.367,107,275,2.5,0,0,"1,000",255,255,38.332,-3.099,167.629,-6.816,40.236,-83.367,273.83,268.52,2.056,0,-0.24,0.401,1
"2,004",55,"14,000","10,397",1,"86,380,800",1,0,0,2,11,14,40.236,-83.367,107,275,2.5,0,0,"1,000",255,255,38.332,-3.099,284.513,-7.002,40.236,-83.367,273.6,268.52,1.939,0,0,-0.025,1
"2,004",55,"14,050","10,400",1,"86,381,300",1,0,0,2,11,8,40.236,-83.367,95,275,3.32,0,0,"1,000",255,255,37.836,-5.163,37.836,-3.037,40.236,-83.367,272.25,268.52,1.869,0,0,-0.122,1
"2,004",55,"14,100","10,400",1,"86,381,800",1,0,0,2,11,8,40.236,-83.367,96,275,3.04,0,0,"1,000",255,255,35.373,-4.706,35.373,-5.007,40.236,-83.367,274.94,268.52,1.722,0,0,-0.084,1
"2,004",55,"14,150","10,400",1,"86,382,300",1,0,0,3,11,8,40.236,-83.367,96,275,4.16,0,0,"1,000",255,255,32.346,-5.816,32.346,-4.711,40.236,-83.367,274.31,268.52,1.606,0,-0.73,-0.025,1
"2,004",55,"14,200","10,400",1,"86,382,800",1,0,0,3,11,14,40.236,-83.367,96,275,4.16,0,0,"1,000",255,255,29.318,-5.618,29.318,-6.558,40.236,-83.367,277.52,268.62,1.581,0,-0.24,0.013,1
"2,004",55,"14,250","10,400",1,"86,383,300",1,0,0,3,11,8,40.236,-83.367,95,275,5.26,0,0,"1,000",255,255,25.87,-6.772,25.87,-3.79,40.236,-83.367,271.88,268.62,1.719,0,-0.24,0.498,1
"2,004",55,"14,300","10,400",1,"86,383,800",1,0,0,3,11,8,40.236,-83.367,95,275,5.26,0,0,"1,000",255,255,22.33,-6.809,22.33,-4.494,40.236,-83.367,272.84,268.62,1.736,0,0,0.304,1
"2,004",55,"14,350","10,400",1,"86,384,300",1,0,0,3,11,14,40.236,-83.367,95,275,5.54,0,0,"1,000",255,255,19.358,-6.969,19.358,-5.577,40.236,-83.367,275.45,268.62,1.7,0,0.24,-0.025,1
"2,004",55,"14,400","10,400",1,"86,384,800",1,0,0,3,11,14,40.236,-83.367,95,275,5.54,0,0,"1,000",255,255,18.531,-6.961,18.531,-5.496,40.236,-83.367,275.34,268.42,1.739,0,0,0.343,1
"2,004",55,"14,450","10,400",1,"86,385,300",1,0,0,3,11,8,40.236,-83.367,95,275,5.54,0,0,"1,000",255,255,17.663,-7.165,17.663,-5.192,40.236,-83.367,274.55,268.32,2.206,0,0,1.604,1
"2,004",55,"14,500","10,400",1,"86,385,800",1,0,0,3,11,14,40.236,-83.367,95,275,5.54,0,0,"1,000",255,255,16.534,-7.737,16.534,-5.788,40.236,-83.367,276.52,268.32,2.667,0,-0.97,1.643,1
"2,004",55,"14,550","10,416",1,"86,386,300",1,0,0,2,11,14,40.236,-83.368,93,275,5.26,0,0,"1,000",255,255,98.595,-8.827,98.595,-7.353,40.236,-83.367,276.34,268.22,3.578,0,-13.67,1.352,1
"2,004",119,"129,650","2,627",1,"81,875,200",1,0,"20,402",3,0,1,40.16,-83.233,140.35,276.5,0,1,-0.48,-9.9,1,128,196.993,-17.719,197.519,-0.806,40.162,-83.233,160.9,270.42,17.619,0,3.41,-0.219,0
"2,004",119,"129,700","2,627",1,"81,875,700",1,0,"20,402",3,0,1,40.16,-83.233,140.35,276.5,0,1,-0.48,-9.9,1,128,188.099,-17.503,188.625,-0.27,40.162,-83.233,162.67,270.62,17.364,0,3.66,-0.278,0
"2,004",119,"129,750","2,627",1,"81,876,200",1,0,"20,402",3,0,1,40.16,-83.233,140.35,276.5,0,1,-0.48,-9.9,1,128,179.351,-17.173,181.621,-0.047,40.162,-83.233,164.46,270.92,16.967,0,3.66,-0.375,0
"2,004",119,"129,800","2,627",1,"81,876,700",1,0,"20,402",3,0,1,40.16,-83.233,140.35,276.5,0,1,-0.48,-9.9,1,128,170.747,-16.89,171.309,-0.046,40.162,-83.233,166.32,271.12,16.758,0,3.66,-0.316,0
"2,008",5,"9,150","20,167",1,"42,179,800",1,0,0,3,11,14,40.236,-83.367,97,275,9.72,0,0,"1,000",255,255,39.885,-9.526,39.885,-9.075,40.236,-83.367,276.43,273.64,0.086,0,-0.48,0.44,1
"2,008",5,"9,200","20,167",1,"42,180,300",1,0,0,3,11,14,40.236,-83.367,97,275,9.72,0,0,"1,000",255,255,40.095,-9.725,40.095,-7.681,40.236,-83.367,276.43,273.54,0.208,0,-1.7,0.343,1
"2,008",5,"9,250","20,167",1,"42,180,800",1,0,0,3,11,14,40.236,-83.367,97,275,9.72,0,0,"1,000",255,255,40.004,-9.873,40.004,-7.762,40.236,-83.367,276.43,273.44,0.503,0,-4.88,1.08,1
"2,008",5,"9,300","20,172",1,"42,181,300",1,0,0,3,11,14,40.236,-83.367,96,275,10,0,0,"1,000",255,255,48.523,-10.739,48.523,-8.021,40.236,-83.367,276.43,273.44,0.85,0,-9.27,1.158,1
"2,008",5,"9,350","20,172",1,"42,181,800",1,0,0,3,11,14,40.236,-83.367,95,275,11.1,0,0,"1,000",255,255,42.227,-10.934,42.227,-8.019,40.236,-83.367,276.43,273.44,1.319,0,-12.45,0.925,1
"2,008",8,"119,650","2,720",1,"85,495,800",1,0,"20,179",2,3,6,40.203,-83.288,125.938,259.6,36.18,0,0.24,0.2,0,0,11.876,-3.541,-14.832,-2.547,40.203,-83.287,126.3,261.74,32.533,0,0,0.169,0
"2,008",8,"119,700","2,720",1,"85,496,300",1,0,"20,179",2,3,6,40.203,-83.287,126.05,259.6,36.22,0,0.24,0.07,0,0,10.186,-3.463,-16.565,-2.583,40.203,-83.287,126.24,261.64,32.656,0,0,0.266,0
"2,008",8,"119,750","2,720",1,"85,496,800",1,0,"20,179",2,3,6,40.203,-83.287,126.113,259.5,36.28,0,0.24,-0.02,0,0,12.277,-3.453,-15.153,-2.622,40.203,-83.287,126.3,261.64,32.725,0,-0.24,0.169,0
"2,008",8,"119,800","2,720",1,"85,497,300",1,0,"20,179",2,3,6,40.203,-83.287,126.088,259.5,36.24,0,0,0.16,0,0,10.255,-3.369,-13.095,-2.651,40.203,-83.287,126.21,261.64,32.725,0,-0.24,-0.084,0
"2,008",8,"119,850","2,720",1,"85,497,800",1,0,"20,179",2,3,6,40.203,-83.287,126.012,259.5,36.24,0,0,0.11,0,0,11.738,-3.382,-11.738,-2.698,40.203,-83.287,126.14,261.54,32.725,0,0,0.013,0
"2,008",8,"119,900","2,720",1,"85,498,300",1,0,"20,179",2,3,6,40.202,-83.287,126.037,259.5,36.24,0,0,0.2,0,0,9.68,-3.386,-9.68,-2.753,40.202,-83.287,126.25,261.54,32.725,0,0,0.072,0
"2,008",8,"119,950","2,720",1,"85,498,800",1,0,"20,179",2,3,6,40.202,-83.287,126.05,259.4,36.3,0,0.24,-0.08,0,0,8.042,-3.293,-8.042,-2.82,40.202,-83.287,126.33,261.44,32.758,0,-0.24,-0.025,0
"2,008",8,"120,050","2,720",1,"85,499,800",1,0,"20,179",2,3,6,40.202,-83.286,126.262,259.3,36.28,0,0.24,0.11,0,0,5.486,-3.035,-0.941,-2.846,40.202,-83.286,126.36,261.34,32.811,0,0,0.072,0
"2,008",8,"120,100","2,720",1,"85,500,300",1,0,"20,179",2,3,6,40.202,-83.286,126.325,259.3,36.38,0,0,0.11,0,0,4.059,-2.502,-2.179,-2.858,40.202,-83.286,126.32,261.34,32.794,0,0,-0.025,0
"2,008",8,"120,150","2,720",1,"85,500,800",1,0,"20,179",2,3,6,40.202,-83.286,126.412,259.3,36.38,0,0.24,0.11,0,0,4.059,-2.502,-0.694,-2.881,40.202,-83.286,126.5,261.34,32.811,0,0,0.11,0
"2,008",20,"99,150","2,941",1,"48,841,600",1,0,"31,853",2,3,6,40.172,-83.242,327.6,262.5,33.46,0,0,-0.02,255,0,11.293,-2.883,-11.293,-3.048,40.172,-83.242,327.61,263.04,30.519,0,0,0.072,0
"2,008",20,"99,250","2,941",1,"48,842,600",1,0,"31,853",2,3,6,40.172,-83.242,327.612,262.5,33.38,0,-0.48,0.07,255,0,8.462,-2.664,-8.462,-2.986,40.172,-83.242,327.77,262.94,30.503,0,0,0.013,0
"2,008",20,"99,300","2,941",1,"48,843,100",1,0,"31,853",2,3,6,40.172,-83.242,327.388,262.4,33.36,0,-0.24,0.07,255,0,7.114,-2.562,-7.114,-3.029,40.172,-83.242,327.65,262.84,30.503,0,-0.24,0.013,0
"2,008",20,"99,350","2,941",1,"48,843,600",1,0,"31,853",2,3,6,40.172,-83.242,327.337,262.4,33.34,0,-0.24,0.01,255,0,3.948,-1.628,-1.584,-3.13,40.172,-83.242,327.63,262.74,30.45,0,0,0.072,0
"2,008",25,"108,350","2,147",1,"49,013,400",1,0,"2,136",2,3,6,40.22,-83.317,306.175,264.8,32.5,0,0,-0.02,255,0,11.991,-3.924,-13.959,-3.433,40.22,-83.317,306.28,264.04,28.403,0,-0.24,0.072,0
"2,008",25,"108,400","2,147",1,"49,013,900",1,0,"2,136",2,3,6,40.22,-83.317,306.237,264.8,32.4,0,0,-0.08,255,0,11.957,-3.8,-11.957,-3.443,40.22,-83.317,306.21,264.04,28.436,0,-0.24,0.11,0
"2,008",25,"108,450","2,147",1,"49,014,400",1,0,"2,136",2,3,6,40.22,-83.317,306.288,264.8,32.32,0,0.24,-0.12,255,0,10.059,-3.619,-10.059,-3.45,40.22,-83.317,306.22,264.04,28.472,0,-0.48,0.207,0
"2,008",25,"108,500","2,147",1,"49,014,900",1,0,"2,136",2,3,6,40.22,-83.317,306.263,264.9,32.22,0,0.24,-0.21,255,0,8.268,-3.333,-8.268,-3.41,40.22,-83.317,306.15,264.14,28.575,0,0,0.072,0
"2,008",25,"108,550","2,147",1,"49,015,400",1,0,"2,136",2,3,6,40.22,-83.318,306.112,264.9,32.08,0,0,-0.21,255,0,6.658,-2.947,-6.658,-3.41,40.22,-83.318,306.16,264.14,28.628,0,0,0.072,0
"2,008",25,"108,600","2,147",1,"49,015,900",1,0,"2,136",2,3,6,40.22,-83.318,306.125,264.9,31.96,0,0,-0.02,255,0,5.23,-2.54,-5.23,-3.389,40.22,-83.318,306.14,264.14,28.661,0,0,0.266,0
"2,008",25,"108,650","2,147",1,"49,016,400",1,0,"2,136",2,3,6,40.22,-83.318,306.163,264.9,31.82,0,0,0.01,255,0,4.537,-2.138,-2.362,-3.414,40.22,-83.318,306.29,264.24,28.731,0,0,0.304,0
"2,008",25,"108,700","2,147",1,"49,016,900",1,0,"2,136",2,3,6,40.22,-83.318,306.25,265,31.9,0,0,0.01,255,0,4.537,-2.138,-0.844,-3.423,40.22,-83.318,306.27,264.34,28.906,0,0,0.11,0
"2,008",26,"91,450","2,627",1,"84,881,100",1,0,"26,739",2,3,6,40.254,-83.371,100.137,269.1,32.22,0,0.97,-9.9,0,0,9.485,-5.918,-9.485,-2.341,40.254,-83.37,100.62,269.54,26.058,0,0.73,0.072,0
"2,008",26,"91,500","2,627",1,"84,881,600",1,0,"26,739",2,3,6,40.254,-83.37,100.65,269,32.2,0,0.97,-9.9,0,0,6.915,-5.705,-6.915,-2.315,40.254,-83.37,101.2,269.44,26.058,0,0.97,-0.084,0
"2,008",26,"91,550","2,627",1,"84,882,100",1,0,"26,739",2,3,6,40.254,-83.37,101.525,268.9,32.24,0,0.73,-9.9,0,0,4.956,-5.338,-1.219,-2.288,40.254,-83.37,102.01,269.24,26.006,0,0.97,-0.122,0
"2,008",26,"91,600","2,627",1,"84,882,600",1,0,"26,739",2,3,6,40.254,-83.37,102,268.8,32.24,0,1.46,-9.9,0,0,3.64,-4.653,-1.142,-2.357,40.254,-83.37,102.57,269.14,26.006,0,0.73,-0.025,0
"2,008",26,"92,500","2,627",1,"84,891,600",1,0,"26,739",3,1,1,40.253,-83.367,114.188,266.8,32.14,0,1.22,-9.9,0,0,43.692,5.695,44.211,-2.267,40.253,-83.367,114.23,267.24,26.406,0,0.73,0.072,0
"2,008",61,"130,750","2,533",1,"43,292,400",1,0,"26,099",2,3,6,40.222,-83.321,306,266.5,28.22,0,-0.04,0.07,255,0,11.606,-3.686,-11.606,-3.399,40.222,-83.321,306.44,264.34,24.306,0,0,0.401,0
"2,008",61,"130,800","2,533",1,"43,292,900",1,0,"26,099",2,3,6,40.222,-83.321,305.913,266.6,28.3,0,-0.12,0.17,255,0,9.976,-3.518,-9.976,-3.538,40.222,-83.321,306.45,264.44,24.444,0,0,0.401,0
"2,008",61,"130,850","2,533",1,"43,293,400",1,0,"26,099",2,3,6,40.222,-83.321,305.9,266.7,28.36,0,-0.05,0.15,255,0,8.457,-3.255,-8.457,-3.699,40.222,-83.321,306.45,264.44,24.617,0,0,0.304,0
